Id;Label;City;State;Country;Operating Status;Company Type;Number of Investments;Number of Lead Investments;Number of Diversity Investments;Number of Exits;Number of Lead Investors;Number of Investors;Number of Funding Rounds;Funding Status;Last Funding Date;Last Funding Amount;Last Funding Type;Last Equity Funding Type;Last Equity Funding Amount;Total Funding Amount;Number of Events;Aberdeen - IT Spend;Lat Country;Long Country;Lat State;Long State
Cohesity;Cohesity;San Jose; California; United States;Active;For Profit;0;0;0;0;9;26;6;Late Stage Venture;9/04/2020;250000000;Series E;Series E;250000000;660000000;45;17063309;39,7837304;-100,445882;36,7014631;-118,755997
Cuyana;Cuyana;San Francisco; California; United States;Active;For Profit;0;0;0;0;1;4;4;Late Stage Venture;5/02/2019;30000000;Series C;Series C;30000000;31700000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Aave;Aave;London; England; United Kingdom;Active;For Profit;0;0;0;0;5;8;6;;30/01/2021;0;Secondary Market;Venture - Series Unknown;25000000;49000000;13;0;54,7023545;-3,2765753;52,5310214;-1,2649062
Decentraland;Decentraland;Beijing; Beijing; China;Active;For Profit;0;0;0;0;0;9;4;;18/11/2021;0;Secondary Market;Venture - Series Unknown;0;25500000;1;0;35,000074;104,999927;39,9057136;116,3912972
Coupa Software;Coupa Software;San Mateo; California; United States;Active;For Profit;0;0;0;0;7;15;9;IPO;3/06/2021;50000000;Post-IPO Equity;Post-IPO Equity;50000000;219000000;5;78029533;39,7837304;-100,445882;36,7014631;-118,755997
Azimo;Azimo;London; England; United Kingdom;Active;For Profit;0;0;0;0;6;20;7;M&A;4/02/2020;22089903;Debt Financing;Series C;20000000;88089904;0;12771362;54,7023545;-3,2765753;52,5310214;-1,2649062
Capital on Tap;Capital on Tap;London; England; United Kingdom;Active;For Profit;0;0;0;0;1;8;4;Private Equity;12/04/2022;200000000;Private Equity;Private Equity;200000000;1092162194;0;12897166;54,7023545;-3,2765753;52,5310214;-1,2649062
Envestnet;Envestnet;Chicago Heights; Illinois; United States;Active;For Profit;4;3;1;0;2;7;8;IPO;17/08/2020;517500000;Post-IPO Equity;Post-IPO Equity;517500000;557500000;5;101244525;39,7837304;-100,445882;40,0796606;-89,4337288
Exo;Exo;Redwood City; California; United States;Active;For Profit;0;0;0;0;6;23;6;Late Stage Venture;29/07/2021;220000000;Series C;Series C;220000000;307595314;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Deserve;Deserve;Palo Alto; California; United States;Active;For Profit;0;0;0;0;12;21;10;;27/10/2021;0;Corporate Round;Corporate Round;0;294200000;2;0;39,7837304;-100,445882;36,7014631;-118,755997
EnKash;EnKash;Mumbai; Maharashtra; India;Active;For Profit;0;0;0;0;3;5;2;Early Stage Venture;4/04/2022;20000000;Series B;Series B;20000000;23000000;0;0;22,3511148;78,6677428;18,9068356;75,6741579
Avail Finance;Avail Finance;Bangalore; Karnataka; India;Active;For Profit;0;0;0;0;4;8;5;M&A;3/05/2021;3250374;Debt Financing;Series B;11792653;41443027;0;0;22,3511148;78,6677428;14,5203896;75,7223521
Bank of Montreal;Bank of Montreal;Toronto; Ontario; Canada;Active;For Profit;49;20;0;19;0;0;1;M&A;22/03/2022;2145660124;Post-IPO Equity;Post-IPO Equity;2145660124;2145660124;5;1908811963;61,0666922;-107,991707;50,000678;-86,000977
Forto;Forto;Berlin; Berlin; Germany;Active;For Profit;0;0;0;0;7;17;6;Late Stage Venture;7/03/2022;250000000;Series D;Series D;250000000;593383184;0;0;51,1638175;10,4478313;52,5170365;13,3888599
BitMart;BitMart;Grand Cayman; Midland; Cayman Islands;Active;For Profit;4;0;0;0;2;5;3;Early Stage Venture;29/11/2021;0;Series B;Series B;0;10000000;3;0;19,70318225;-79,91746272;19,2988826;-81,2208789
Fundrise;Fundrise;Washington; District of Columbia; United States;Active;For Profit;0;0;0;0;4;18;8;;3/06/2021;300000000;Debt Financing;Equity Crowdfunding;14500000;355485000;0;62100;39,7837304;-100,445882;38,89384735;-76,98804282
Amenitiz;Amenitiz;Barcelona; Catalonia; Spain;Active;For Profit;0;0;0;0;3;13;4;Early Stage Venture;5/04/2022;29446407;Series A;Series A;29446407;37824611;0;0;39,3260685;-4,8379791;41,8523094;1,5745043
Fair;Fair;Santa Monica; California; United States;Active;For Profit;0;0;0;0;9;37;13;M&A;17/09/2019;500000000;Debt Financing;Series B;385000000;2101000000;0;221608;39,7837304;-100,445882;36,7014631;-118,755997
Go1;Go1;Brisbane; Queensland; Australia;Active;For Profit;3;1;0;0;7;28;8;Late Stage Venture;19/07/2021;200000000;Series D;Series D;200000000;283708345;2;0;-24,7761086;134,755;-22,1646782;144,5844903
Aptos;Aptos;Palo Alto; California; United States;Active;For Profit;0;0;0;0;1;13;1;Seed;15/03/2022;200000000;Seed;Seed;200000000;200000000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Course Hero;Course Hero;Redwood City; California; United States;Active;For Profit;0;0;0;0;4;33;9;Late Stage Venture;14/12/2021;380000000;Series C;Series C;380000000;477393000;3;502056;39,7837304;-100,445882;36,7014631;-118,755997
Coronet;Coronet;Tel Aviv; Tel Aviv; Israel;Active;For Profit;0;0;0;0;3;4;3;Late Stage Venture;5/04/2022;60000000;Series C;Series C;60000000;80000000;13;0;30,8124247;34,8594762;32,0852997;34,7818064
Bizongo;Bizongo;Mumbai; Maharashtra; India;Active;For Profit;0;0;0;0;10;20;10;Late Stage Venture;6/12/2021;110000000;Series D;Series D;110000000;240314603;0;0;22,3511148;78,6677428;18,9068356;75,6741579
Eleanor Health;Eleanor Health;Waltham; Massachusetts; United States;Active;For Profit;0;0;0;0;3;8;3;Late Stage Venture;7/04/2022;50000000;Series C;Series C;50000000;81999881;0;0;39,7837304;-100,445882;42,3788774;-72,032366
Ampere Computing;Ampere Computing;Santa Clara; California; United States;Active;For Profit;1;0;0;1;2;3;6;;31/03/2021;300000000;Corporate Round;Corporate Round;300000000;426000000;4;0;39,7837304;-100,445882;36,7014631;-118,755997
Gogoro;Gogoro;Taipei; T'ai-pei; Taiwan;Active;For Profit;0;0;0;0;3;9;4;Late Stage Venture;20/09/2017;300000000;Series C;Series C;300000000;480000000;0;0;23,5983227;120,8353769;25,0018682;121,5415847
Birchbox;Birchbox;New York; New York; United States;Active;For Profit;0;0;0;0;4;23;8;M&A;20/04/2020;10270831;Series D;Series D;10270831;97170831;2;3220643;39,7837304;-100,445882;40,7127281;-74,0060152
Chingari;Chingari;Bangalore; Karnataka; India;Active;For Profit;0;0;0;0;5;38;10;Early Stage Venture;17/01/2022;15083025;Series A;Series A;15083025;88448327;0;0;22,3511148;78,6677428;14,5203896;75,7223521
Gaingels;Gaingels;New York; New York; United States;Active;Non Profit;480;5;157;16;0;0;0;;;0;;;0;0;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
Delhivery;Delhivery;Gurgaon; Haryana; India;Active;For Profit;6;4;0;1;11;15;13;Late Stage Venture;6/09/2021;76323093;Series I;Series I;76323093;1412892455;0;0;22,3511148;78,6677428;29;76
Cogoport;Cogoport;Mumbai; Maharashtra; India;Active;For Profit;0;0;0;0;2;3;5;Early Stage Venture;6/04/2022;50000000;Series B;Series B;50000000;67039911;0;0;22,3511148;78,6677428;18,9068356;75,6741579
ChargeAfter;ChargeAfter;New York; New York; United States;Active;For Profit;0;0;0;0;5;11;7;Early Stage Venture;22/03/2022;44000000;Series B;Series B;44000000;61000000;3;0;39,7837304;-100,445882;40,7127281;-74,0060152
Fluence;Fluence;Arlington; Virginia; United States;Active;For Profit;0;0;0;0;1;1;1;IPO;30/12/2020;125000000;Private Equity;Private Equity;125000000;125000000;0;4804297;39,7837304;-100,445882;37,1232245;-78,4927721
Algolia;Algolia;San Francisco; California; United States;Active;For Profit;0;0;0;0;4;39;9;Late Stage Venture;28/07/2021;150000000;Series D;Series D;150000000;334220000;33;1333712;39,7837304;-100,445882;36,7014631;-118,755997
Flexport;Flexport;San Francisco; California; United States;Active;For Profit;35;0;5;0;6;80;12;Late Stage Venture;7/02/2022;935000000;Series E;Series E;935000000;2239000000;10;33440930;39,7837304;-100,445882;36,7014631;-118,755997
Apollo.io;Apollo.io;San Francisco; California; United States;Active;For Profit;0;0;0;0;4;12;5;Late Stage Venture;3/03/2022;110000000;Series C;Series C;110000000;151320000;3;0;39,7837304;-100,445882;36,7014631;-118,755997
Brightline;Brightline;Palo Alto; California; United States;Active;For Profit;0;0;0;0;5;15;5;Late Stage Venture;29/03/2022;105000000;Series C;Series C;105000000;209000000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Emitwise;Emitwise;London; England; United Kingdom;Active;For Profit;0;0;0;0;2;11;4;Early Stage Venture;30/03/2022;10045315;Series A;Series A;10045315;16645316;0;0;54,7023545;-3,2765753;52,5310214;-1,2649062
DataStax;DataStax;Santa Clara; California; United States;Active;For Profit;0;0;0;0;5;20;10;;1/08/2021;0;Venture - Series Unknown;Venture - Series Unknown;0;227571788;38;10035617;39,7837304;-100,445882;36,7014631;-118,755997
Eurazeo;Eurazeo;Paris; Ile-de-France; France;Active;For Profit;209;88;6;49;1;1;1;IPO;6/06/2017;890972269;Post-IPO Equity;Post-IPO Equity;890972269;890972270;0;0;46,603354;1,8883335;48,6443057;2,7537863
Garage Capital;Garage Capital;Waterloo; Ontario; Canada;Active;For Profit;57;1;5;1;1;2;2;Seed;5/11/2018;50000000;Grant;Seed;0;50000000;0;0;61,0666922;-107,991707;50,000678;-86,000977
ada;ada;Kuala Lumpur; Kuala Lumpur; Malaysia;Active;For Profit;0;0;0;0;2;2;2;;11/05/2021;60000000;Corporate Round;Corporate Round;60000000;80000000;0;0;4,5693754;102,2656823;3,1516964;101,6942371
Demandbase;Demandbase;San Francisco; California; United States;Active;For Profit;0;0;0;0;8;12;7;Late Stage Venture;25/05/2017;65000000;Series H;Series H;65000000;143000000;18;8985636;39,7837304;-100,445882;36,7014631;-118,755997
BillionToOne;BillionToOne;Menlo Park; California; United States;Active;For Profit;0;0;0;0;3;24;9;Late Stage Venture;30/03/2022;125000000;Series C;Series C;125000000;212400000;1;0;39,7837304;-100,445882;36,7014631;-118,755997
Drip Capital;Drip Capital;Palo Alto; California; United States;Active;For Profit;0;0;0;0;7;23;12;Late Stage Venture;7/04/2022;0;Secondary Market;Series C;40000000;375120000;1;223632;39,7837304;-100,445882;36,7014631;-118,755997
BitPay;BitPay;Atlanta; Georgia; United States;Active;For Profit;0;0;0;0;5;32;10;Early Stage Venture;22/07/2021;1800000;Series B;Series B;1800000;74310000;5;206210;39,7837304;-100,445882;32,3293809;-83,1137366
ExecOnline;ExecOnline;New York; New York; United States;Active;For Profit;0;0;0;0;4;13;8;Late Stage Venture;21/04/2021;45000000;Series D;Series D;45000000;87718302;0;1741857;39,7837304;-100,445882;40,7127281;-74,0060152
dyte;dyte;Bengaluru; Karnataka; India;Active;For Profit;0;0;0;0;4;6;3;Seed;7/04/2022;11600000;Seed;Seed;11600000;15320826;0;0;22,3511148;78,6677428;14,5203896;75,7223521
Community Gaming;Community Gaming;New York; New York; United States;Active;For Profit;1;0;0;0;4;26;4;Early Stage Venture;7/04/2022;16000000;Series A;Series A;16000000;18475000;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
Dialogue;Dialogue;Montr̩al; Quebec; Canada;Active;For Profit;0;0;0;0;6;14;5;IPO;29/07/2020;32226225;Series B;Series B;32226225;88726225;0;0;61,0666922;-107,991707;52,4760892;-71,8258668
Blavity;Blavity;Los Angeles; California; United States;Active;For Profit;0;0;0;0;2;9;6;Early Stage Venture;20/07/2018;6500000;Series A;Series A;6500000;9359798;3;0;39,7837304;-100,445882;36,7014631;-118,755997
Digit Insurance;Digit Insurance;Bengaluru; Karnataka; India;Active;For Profit;0;0;0;0;4;14;8;;18/01/2022;70000000;Venture - Series Unknown;Venture - Series Unknown;70000000;530750058;0;0;22,3511148;78,6677428;14,5203896;75,7223521
Bounce;Bounce;Bangalore; Karnataka; India;Active;For Profit;0;0;0;0;7;17;9;Late Stage Venture;3/03/2020;6500000;Debt Financing;Series D;105000000;214176422;0;0;22,3511148;78,6677428;14,5203896;75,7223521
Arcadia;Arcadia;Washington; District of Columbia; United States;Active;For Profit;0;0;0;0;6;26;10;Late Stage Venture;1/01/2022;0;Series E;Series E;0;170500000;1;0;39,7837304;-100,445882;38,89384735;-76,98804282
Critical Start;Critical Start;Plano; Texas; United States;Active;For Profit;0;0;0;0;2;2;2;Private Equity;12/04/2022;215000000;Private Equity;Private Equity;215000000;255000000;1;2807346;39,7837304;-100,445882;31,2638905;-98,5456116
ElasticRun;ElasticRun;Pune; Maharashtra; India;Active;For Profit;0;0;0;0;5;8;6;Late Stage Venture;7/02/2022;302711498;Series E;Series E;302711498;434808664;0;0;22,3511148;78,6677428;18,9068356;75,6741579
Extend;Extend;San Francisco; California; United States;Active;For Profit;0;0;0;0;3;19;4;Late Stage Venture;18/05/2021;260000000;Series C;Series C;260000000;320400000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Deepki;Deepki;Paris; Ile-de-France; France;Active;For Profit;0;0;0;0;4;12;5;Late Stage Venture;30/03/2022;167421925;Series C;Series C;167421925;178825047;3;0;46,603354;1,8883335;48,6443057;2,7537863
Credit Kudos;Credit Kudos;London; England; United Kingdom;Active;For Profit;0;0;0;0;2;22;3;M&A;15/04/2020;6259373;Series A;Series A;6259373;9918797;1;0;54,7023545;-3,2765753;52,5310214;-1,2649062
Everli;Everli;Milan; Lombardia; Italy;Active;For Profit;0;0;0;0;5;24;9;Late Stage Venture;31/03/2022;24362801;Series C;Series C;24362801;156745128;2;0;42,6384261;12,674297;45,5703694;9,7732524
Aavishkaar Venture Capital;Aavishkaar Venture Capital;Mumbai; Maharashtra; India;Active;Non Profit;77;48;2;4;2;3;2;;26/09/2019;37000000;Venture - Series Unknown;Venture - Series Unknown;37000000;62000000;0;0;22,3511148;78,6677428;18,9068356;75,6741579
Aclima;Aclima;San Francisco; California; United States;Active;For Profit;0;0;0;0;2;16;2;Early Stage Venture;19/11/2020;40000000;Series B;Series B;40000000;64000000;1;189786;39,7837304;-100,445882;36,7014631;-118,755997
Ankr;Ankr;San Francisco; California; United States;Active;For Profit;5;0;0;0;3;11;4;;21/06/2018;15000000;Venture - Series Unknown;Venture - Series Unknown;15000000;27320000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Carousell;Carousell;Singapore; Central Region; Singapore;Active;For Profit;0;0;0;0;8;17;13;Private Equity;11/11/2021;10000000;Private Equity;Private Equity;10000000;372605199;2;0;1,357107;103,8194992;1,28593325;103,8070165
Fivetran;Fivetran;Oakland; California; United States;Active;For Profit;0;0;0;0;4;9;6;Late Stage Venture;20/09/2021;565000000;Series D;Series D;565000000;728108000;13;278771;39,7837304;-100,445882;36,7014631;-118,755997
Dataiku;Dataiku;New York; New York; United States;Active;For Profit;0;0;0;0;9;17;10;Late Stage Venture;5/08/2021;400000000;Series E;Series E;400000000;646835229;55;2901890;39,7837304;-100,445882;40,7127281;-74,0060152
Cyera;Cyera;San Mateo; California; United States;Active;For Profit;0;0;0;0;2;3;2;Early Stage Venture;29/03/2022;60000000;Series A;Series A;60000000;64500000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Attivo Networks;Attivo Networks;Fremont; California; United States;Active;For Profit;0;0;0;0;4;8;6;M&A;27/06/2019;10720779;Series C;Series C;10720779;60108747;27;51608;39,7837304;-100,445882;36,7014631;-118,755997
EdCast;EdCast;Mountain View; California; United States;Active;For Profit;0;0;0;0;5;21;8;M&A;13/12/2019;35000000;Series D;Series D;35000000;107309936;3;586730;39,7837304;-100,445882;36,7014631;-118,755997
Black Crow AI;Black Crow AI;New York; New York; United States;Active;For Profit;0;0;0;0;1;10;1;Early Stage Venture;31/03/2022;25000000;Series A;Series A;25000000;25000000;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
Enjin;Enjin;Singapore; Central Region; Singapore;Active;For Profit;8;1;0;0;4;12;4;;1/07/2021;20000000;Initial Coin Offering;Initial Coin Offering;20000000;61900000;2;0;1,357107;103,8194992;1,28593325;103,8070165
Blackberry;Blackberry;Waterloo; Ontario; Canada;Active;For Profit;12;4;0;4;0;1;1;IPO;4/11/2013;1000000000;Post-IPO Equity;Post-IPO Equity;1000000000;1000000000;44;80244230;61,0666922;-107,991707;50,000678;-86,000977
Aura;Aura;Boston; Massachusetts; United States;Active;For Profit;0;0;0;0;4;6;3;Late Stage Venture;19/10/2021;200000000;Series F;Series F;200000000;500000000;0;0;39,7837304;-100,445882;42,3788774;-72,032366
8VC;8VC;San Francisco; California; United States;Active;Non Profit;351;105;74;25;0;1;1;;1/05/2018;0;Venture - Series Unknown;Venture - Series Unknown;0;0;1;0;39,7837304;-100,445882;36,7014631;-118,755997
DoorDash;DoorDash;San Francisco; California; United States;Active;For Profit;4;1;0;0;12;30;12;IPO;18/06/2020;400000000;Series H;Series H;400000000;2471820000;2;0;39,7837304;-100,445882;36,7014631;-118,755997
Figure;Figure;San Francisco; California; United States;Active;For Profit;0;0;0;0;10;39;9;Late Stage Venture;20/05/2021;200000000;Series D;Series D;200000000;1551588888;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Birdeye;Birdeye;Palo Alto; California; United States;Active;For Profit;0;0;0;0;2;9;3;Late Stage Venture;10/03/2022;60000000;Series C;Series C;60000000;93000000;0;1744670;39,7837304;-100,445882;36,7014631;-118,755997
Embark;Embark;Boston; Massachusetts; United States;Active;For Profit;0;0;0;0;5;14;5;Early Stage Venture;26/07/2021;75000000;Series B;Series B;75000000;94300000;0;185377;39,7837304;-100,445882;42,3788774;-72,032366
Abra;Abra;Mountain View; California; United States;Active;For Profit;1;0;0;0;6;34;10;Late Stage Venture;15/09/2021;55000000;Series C;Series C;55000000;148577110;6;0;39,7837304;-100,445882;36,7014631;-118,755997
Cleo;Cleo;San Francisco; California; United States;Active;For Profit;0;0;0;0;4;13;4;Late Stage Venture;30/03/2021;40000000;Series C;Series C;40000000;80947607;1;0;39,7837304;-100,445882;36,7014631;-118,755997
Freenome;Freenome;South San Francisco; California; United States;Active;For Profit;0;0;0;0;8;50;8;;11/01/2022;290000000;Corporate Round;Corporate Round;290000000;1097550000;2;0;39,7837304;-100,445882;36,7014631;-118,755997
Flock Homes;Flock Homes;Denver; Colorado; United States;Active;For Profit;0;0;0;0;2;8;3;Early Stage Venture;24/03/2022;26000000;Series A;Series A;26000000;26000000;0;0;39,7837304;-100,445882;38,7251776;-105,607716
FLASH;FLASH;Austin; Texas; United States;Active;For Profit;0;0;0;0;2;4;4;Private Equity;16/03/2022;250000000;Private Equity;Private Equity;250000000;314250000;0;133780;39,7837304;-100,445882;31,2638905;-98,5456116
Esper;Esper;Bellevue; Washington; United States;Active;For Profit;0;0;0;0;4;12;5;Late Stage Venture;4/10/2021;60000000;Series C;Series C;60000000;101724998;0;0;39,7837304;-100,445882;38,8950368;-77,0365427
Aye Finance;Aye Finance;Gurgaon; Haryana; India;Active;For Profit;0;0;0;0;17;25;25;Late Stage Venture;23/03/2022;9797294;Debt Financing;Series E;27500000;609199903;0;0;22,3511148;78,6677428;29;76
bitsCrunch;bitsCrunch;Munich; Bayern; Germany;Active;For Profit;0;0;0;0;2;22;2;;1/01/2022;3600000;Undisclosed;Undisclosed;3600000;4350000;0;0;51,1638175;10,4478313;48,9467562;11,4038717
Apartment List;Apartment List;San Francisco; California; United States;Active;For Profit;0;0;0;0;5;29;7;Late Stage Venture;21/12/2020;60000000;Series D;Series D;60000000;169000000;0;71699;39,7837304;-100,445882;36,7014631;-118,755997
Alteryx;Alteryx;Irvine; California; United States;Active;For Profit;0;0;0;0;4;5;3;IPO;28/10/2015;85000000;Series C;Series C;85000000;163000000;22;38216932;39,7837304;-100,445882;36,7014631;-118,755997
fuboTV;fuboTV;New York; New York; United States;Active;For Profit;0;0;0;0;4;12;6;M&A;18/04/2018;75000000;Series D;Series D;75000000;151325000;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
Dataminr;Dataminr;New York; New York; United States;Active;For Profit;0;0;0;0;3;43;11;Late Stage Venture;23/03/2021;475000000;Series F;Series F;475000000;1052012621;11;4023945;39,7837304;-100,445882;40,7127281;-74,0060152
Bear Robotics;Bear Robotics;Redwood City; California; United States;Active;For Profit;0;0;0;0;2;9;5;Early Stage Venture;15/03/2022;81000000;Series B;Series B;81000000;115750000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Affinity;Affinity;San Francisco; California; United States;Active;For Profit;0;0;0;0;5;16;5;Late Stage Venture;9/09/2021;80000000;Series C;Series C;80000000;120000000;1;509242;39,7837304;-100,445882;36,7014631;-118,755997
Cyara;Cyara;Redwood City; California; United States;Active;For Profit;0;0;0;0;2;3;2;Private Equity;31/01/2022;350000000;Private Equity;Private Equity;350000000;375000000;1;2547265;39,7837304;-100,445882;36,7014631;-118,755997
ComboCurve;ComboCurve;Houston; Texas; United States;Active;For Profit;0;0;0;0;2;2;2;Early Stage Venture;12/04/2022;50000000;Series B;Series B;50000000;50000000;0;0;39,7837304;-100,445882;31,2638905;-98,5456116
Future Family;Future Family;San Francisco; California; United States;Active;For Profit;1;0;0;0;4;23;7;Early Stage Venture;4/04/2022;25000000;Series B;Series B;25000000;148200000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Bandhan Bank;Bandhan Bank;Kolkata; West Bengal; India;Active;For Profit;0;0;0;0;0;4;2;IPO;30/10/2019;0;Post-IPO Equity;Post-IPO Equity;0;206375178;0;0;22,3511148;78,6677428;22,9964948;87,6855882
Apollo Agriculture;Apollo Agriculture;Nairobi; Nairobi Area; Kenya;Active;For Profit;0;0;0;0;6;19;8;Early Stage Venture;21/03/2022;40000000;Series B;Series B;40000000;52161027;0;0;1,4419683;38,4313975;-0,2952892;36,1219804
ForAllSecure;ForAllSecure;Pittsburgh; Pennsylvania; United States;Active;For Profit;0;0;0;0;3;3;3;Early Stage Venture;21/03/2022;21000000;Series B;Series B;21000000;37700000;4;121244;39,7837304;-100,445882;40,9699889;-77,7278831
Druva;Druva;Sunnyvale; California; United States;Active;For Profit;0;0;0;0;7;17;12;Late Stage Venture;5/08/2021;0;Secondary Market;Series H;0;475000000;27;0;39,7837304;-100,445882;36,7014631;-118,755997
Aon plc;Aon plc;London; England; United Kingdom;Active;For Profit;4;3;1;1;1;1;1;M&A;17/05/2021;942600000;Post-IPO Equity;Post-IPO Equity;942600000;942600000;11;62811625;54,7023545;-3,2765753;52,5310214;-1,2649062
Bubble;Bubble;New York; New York; United States;Active;For Profit;0;0;0;0;2;22;2;Early Stage Venture;27/07/2021;100000000;Series A;Series A;100000000;106250000;1;0;39,7837304;-100,445882;40,7127281;-74,0060152
Encantos;Encantos;Culver City; California; United States;Active;For Profit;0;0;0;0;2;28;4;Seed;30/07/2021;0;Seed;Seed;0;8500000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Dapio;Dapio;London; England; United Kingdom;Active;For Profit;0;0;0;0;3;9;2;Seed;30/03/2022;3400000;Seed;Seed;3400000;3520000;5;0;54,7023545;-3,2765753;52,5310214;-1,2649062
Brightside Health;Brightside Health;San Francisco; California; United States;Active;For Profit;0;0;0;0;3;7;5;Early Stage Venture;29/03/2022;50000000;Series B;Series B;50000000;81365051;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Bolttech;Bolttech;Singapore; Central Region; Singapore;Active;For Profit;1;1;0;0;4;9;3;Early Stage Venture;6/12/2021;0;Series A;Series A;0;210000000;0;0;1,357107;103,8194992;1,28593325;103,8070165
Evernow;Evernow;San Francisco; California; United States;Active;For Profit;0;0;0;0;1;12;1;Early Stage Venture;6/04/2022;28500000;Series A;Series A;28500000;28500000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
BlueOcean;BlueOcean;San Francisco; California; United States;Active;For Profit;0;0;0;0;1;3;3;Early Stage Venture;13/04/2022;30000000;Series B;Series B;30000000;50000000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Foursquare;Foursquare;New York; New York; United States;Active;For Profit;0;0;0;0;7;23;9;Late Stage Venture;31/05/2019;150000000;Series G;Series G;150000000;390350000;9;7500000;39,7837304;-100,445882;40,7127281;-74,0060152
Compt;Compt;Cambridge; Massachusetts; United States;Active;For Profit;0;0;0;0;2;4;3;Early Stage Venture;14/04/2022;13000000;Series A;Series A;13000000;15500002;0;0;39,7837304;-100,445882;42,3788774;-72,032366
54gene;54gene;Washington; District of Columbia; United States;Active;For Profit;0;0;0;0;3;23;9;Early Stage Venture;16/09/2021;25000000;Series B;Series B;25000000;44725000;0;0;39,7837304;-100,445882;38,89384735;-76,98804282
Causal;Causal;London; England; United Kingdom;Active;For Profit;0;0;0;0;2;14;3;Early Stage Venture;25/03/2022;19785002;Series A;Series A;19785002;23985003;0;0;54,7023545;-3,2765753;52,5310214;-1,2649062
Goodlord;Goodlord;London; England; United Kingdom;Active;For Profit;0;0;0;0;5;15;8;Early Stage Venture;30/03/2022;35470915;Series B;Series B;35470915;69475587;0;0;54,7023545;-3,2765753;52,5310214;-1,2649062
Funding Societies;Funding Societies;Singapore; Central Region; Singapore;Active;For Profit;1;0;0;0;11;24;12;Late Stage Venture;15/02/2022;150000000;Debt Financing;Series C;144000000;400522582;1;0;1,357107;103,8194992;1,28593325;103,8070165
Doceree;Doceree;Parsippany; New Jersey; United States;Active;For Profit;0;0;0;0;3;7;4;Early Stage Venture;6/04/2022;11000000;Series A;Series A;11000000;12000000;0;0;39,7837304;-100,445882;40,0757384;-74,4041622
fabric;fabric;Seattle; Washington; United States;Active;For Profit;0;0;0;0;4;13;4;Late Stage Venture;24/02/2022;140000000;Series C;Series C;140000000;293500000;0;0;39,7837304;-100,445882;38,8950368;-77,0365427
Canopy;Canopy;Draper; Utah; United States;Active;For Profit;0;0;0;0;7;12;10;;8/12/2021;35000000;Venture - Series Unknown;Venture - Series Unknown;35000000;153033848;0;0;39,7837304;-100,445882;39,4225192;-111,714358
Conversica;Conversica;Foster City; California; United States;Active;For Profit;0;0;0;0;6;16;7;Late Stage Venture;5/04/2022;25000000;Series E;Series E;25000000;132000000;14;156671;39,7837304;-100,445882;36,7014631;-118,755997
Crehana;Crehana;Lima; Lima; Peru;Active;For Profit;0;0;0;0;4;18;9;Early Stage Venture;5/08/2021;70000000;Series B;Series B;70000000;93856127;0;0;-6,8699697;-75,0458515;-12,0621065;-77,0365256
Arcus;Arcus;New York; New York; United States;Active;For Profit;0;0;0;0;1;25;5;M&A;2/11/2020;0;Venture - Series Unknown;Venture - Series Unknown;0;19700000;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
FINN;FINN;Munich; Bayern; Germany;Active;For Profit;0;0;0;0;3;10;4;Early Stage Venture;13/12/2021;564274856;Debt Financing;Series A;24219672;598256372;0;0;51,1638175;10,4478313;48,9467562;11,4038717
ClassPass;ClassPass;New York; New York; United States;Active;For Profit;0;0;0;0;10;45;12;M&A;8/01/2020;285000000;Series E;Series E;285000000;549243000;3;15597;39,7837304;-100,445882;40,7127281;-74,0060152
Citizen;Citizen;New York; New York; United States;Active;For Profit;0;0;0;0;5;18;7;;18/02/2021;0;Venture - Series Unknown;Venture - Series Unknown;0;133000000;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
ChartHop;ChartHop;New York; New York; United States;Active;For Profit;0;0;0;0;1;17;3;Early Stage Venture;9/06/2021;35000000;Series B;Series B;35000000;54000000;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
Forward;Forward;San Francisco; California; United States;Active;For Profit;0;0;0;0;2;24;6;Late Stage Venture;11/03/2021;225000000;Series D;Series D;225000000;225000000;0;123434;39,7837304;-100,445882;36,7014631;-118,755997
